OrderID,OrderDate,CustomerID,City,Product,Quantity,UnitPrice,TotalAmount
76,2023-03-17,3945,Pune,Laptop Pro,5,50000,250000
77,2023-03-18,2363,Mumbai,Keyboard K,5,1500,7500
78,2023-03-19,3139,Delhi,Smartphone X,3,25000,75000
79,2023-03-20,2390,Chennai,Keyboard K,2,1500,3000
80,2023-03-21,4003,Delhi,Office Chair,4,7500,30000
81,2023-03-22,2478,Delhi,Smartphone X,1,25000,25000
82,2023-03-23,4499,Kolkata,Office Chair,5,7500,37500
83,2023-03-24,3556,Kolkata,Mouse M,2,1000,2000
84,2023-03-25,1775,Mumbai,Tablet Plus,1,15000,15000
85,2023-03-26,1034,Pune,Smartwatch Q,3,8000,24000
86,2023-03-27,3253,Delhi,Headphones Z,5,3000,15000
87,2023-03-28,4152,Mumbai,Headphones Z,4,3000,12000
88,2023-03-29,2955,Kolkata,Mouse M,3,1000,3000
89,2023-03-30,2585,Chennai,Monitor Ultra,5,20000,100000
90,2023-03-31,4943,Hyderabad,Printer Max,2,12000,24000
91,2023-04-01,4459,Mumbai,Office Chair,1,7500,7500
92,2023-04-02,4073,Chennai,Smartwatch Q,1,8000,8000
93,2023-04-03,2021,Hyderabad,Smartwatch Q,5,8000,40000
94,2023-04-04,4461,Bangalore,Keyboard K,3,1500,4500
95,2023-04-05,3613,Mumbai,Keyboard K,4,1500,6000
96,2023-04-06,2129,Mumbai,Printer Max,2,12000,24000
97,2023-04-07,4843,Bangalore,Monitor Ultra,5,20000,100000
98,2023-04-08,4893,Bangalore,Mouse M,2,1000,2000
99,2023-04-09,2500,Mumbai,Laptop Pro,1,50000,50000
100,2023-04-10,1702,Bangalore,Keyboard K,4,1500,6000
101,2023-04-11,3449,Delhi,Monitor Ultra,2,20000,40000
102,2023-04-12,3777,Hyderabad,Tablet Plus,5,15000,75000
103,2023-04-13,2579,Hyderabad,Headphones Z,4,3000,12000
104,2023-04-14,1161,Hyderabad,Headphones Z,3,3000,9000
105,2023-04-15,1201,Delhi,Monitor Ultra,5,20000,100000
106,2023-04-16,2981,Pune,Printer Max,2,12000,24000
107,2023-04-17,1995,Bangalore,Mouse M,4,1000,4000
108,2023-04-18,3317,Chennai,Smartwatch Q,5,8000,40000
109,2023-04-19,4934,Bangalore,Printer Max,4,12000,48000
110,2023-04-20,1815,Mumbai,Monitor Ultra,4,20000,80000
111,2023-04-21,4342,Kolkata,Mouse M,4,1000,4000
112,2023-04-22,1455,Hyderabad,Mouse M,2,1000,2000
113,2023-04-23,4533,Bangalore,Office Chair,5,7500,37500
114,2023-04-24,4798,Chennai,Smartphone X,1,25000,25000
115,2023-04-25,2275,Mumbai,Headphones Z,1,3000,3000
116,2023-04-26,2016,Delhi,Monitor Ultra,2,20000,40000
117,2023-04-27,4773,Pune,Smartwatch Q,2,8000,16000
118,2023-04-28,3343,Delhi,Smartphone X,4,25000,100000
119,2023-04-29,4796,Chennai,Tablet Plus,5,15000,75000
120,2023-04-30,3767,Mumbai,Keyboard K,5,1500,7500
121,2023-05-01,4820,Hyderabad,Office Chair,3,7500,22500
122,2023-05-02,1337,Bangalore,Keyboard K,3,1500,4500
123,2023-05-03,1878,Mumbai,Smartphone X,1,25000,25000
124,2023-05-04,2076,Pune,Smartphone X,3,25000,75000
125,2023-05-05,1791,Delhi,Keyboard K,3,1500,4500
126,2023-05-06,4993,Pune,Smartwatch Q,1,8000,8000
127,2023-05-07,3264,Pune,Smartwatch Q,1,8000,8000
128,2023-05-08,1763,Chennai,Laptop Pro,3,50000,150000
129,2023-05-09,3235,Chennai,Tablet Plus,5,15000,75000
130,2023-05-10,1379,Bangalore,Smartwatch Q,3,8000,24000
131,2023-05-11,1492,Chennai,Tablet Plus,4,15000,60000
132,2023-05-12,4112,Chennai,Tablet Plus,4,15000,60000
133,2023-05-13,2180,Mumbai,Smartphone X,4,25000,100000
134,2023-05-14,3062,Hyderabad,Tablet Plus,2,15000,30000
135,2023-05-15,4884,Bangalore,Office Chair,4,7500,30000
136,2023-05-16,1064,Mumbai,Keyboard K,5,1500,7500
137,2023-05-17,4928,Hyderabad,Laptop Pro,2,50000,100000
138,2023-05-18,4910,Pune,Monitor Ultra,2,20000,40000
139,2023-05-19,3568,Mumbai,Printer Max,4,12000,48000
140,2023-05-20,2367,Kolkata,Laptop Pro,3,50000,150000
141,2023-05-21,2152,Mumbai,Office Chair,1,7500,7500
142,2023-05-22,3027,Chennai,Laptop Pro,3,50000,150000
143,2023-05-23,3695,Hyderabad,Tablet Plus,3,15000,45000
144,2023-05-24,2495,Bangalore,Smartphone X,2,25000,50000
145,2023-05-25,4134,Bangalore,Printer Max,2,12000,24000
146,2023-05-26,2162,Hyderabad,Smartwatch Q,2,8000,16000
147,2023-05-27,2522,Chennai,Smartphone X,5,25000,125000
148,2023-05-28,3640,Delhi,Tablet Plus,5,15000,75000
149,2023-05-29,1391,Mumbai,Tablet Plus,1,15000,15000
150,2023-05-30,2698,Chennai,Printer Max,2,12000,24000
151,2023-05-31,1418,Kolkata,Printer Max,4,12000,48000
152,2023-06-01,3336,Pune,Headphones Z,2,3000,6000
153,2023-06-02,1378,Hyderabad,Mouse M,5,1000,5000
154,2023-06-03,2796,Mumbai,Mouse M,2,1000,2000
155,2023-06-04,4561,Bangalore,Smartphone X,5,25000,125000
156,2023-06-05,3278,Pune,Smartwatch Q,2,8000,16000
157,2023-06-06,4065,Delhi,Laptop Pro,4,50000,200000
158,2023-06-07,3088,Kolkata,Tablet Plus,1,15000,15000
159,2023-06-08,4099,Bangalore,Tablet Plus,4,15000,60000
160,2023-06-09,3182,Hyderabad,Headphones Z,5,3000,15000
161,2023-06-10,1200,Mumbai,Smartphone X,3,25000,75000
162,2023-06-11,2863,Hyderabad,Smartphone X,4,25000,100000
163,2023-06-12,1779,Pune,Keyboard K,2,1500,3000
164,2023-06-13,3977,Mumbai,Printer Max,1,12000,12000
165,2023-06-14,4104,Chennai,Smartwatch Q,2,8000,16000
166,2023-06-15,4119,Delhi,Printer Max,2,12000,24000
167,2023-06-16,1502,Chennai,Smartwatch Q,4,8000,32000
168,2023-06-17,3454,Chennai,Office Chair,1,7500,7500
169,2023-06-18,4645,Hyderabad,Monitor Ultra,3,20000,60000
170,2023-06-19,2751,Pune,Mouse M,2,1000,2000
171,2023-06-20,1804,Delhi,Mouse M,1,1000,1000
172,2023-06-21,3146,Mumbai,Smartwatch Q,3,8000,24000
173,2023-06-22,3731,Mumbai,Mouse M,2,1000,2000
174,2023-06-23,2895,Kolkata,Printer Max,1,12000,12000
175,2023-06-24,3773,Bangalore,Tablet Plus,4,15000,60000
176,2023-06-25,2570,Kolkata,Printer Max,2,12000,24000
177,2023-06-26,1960,Kolkata,Smartwatch Q,2,8000,16000
178,2023-06-27,4810,Mumbai,Smartphone X,1,25000,25000
179,2023-06-28,3660,Hyderabad,Printer Max,2,12000,24000
180,2023-06-29,2485,Chennai,Mouse M,3,1000,3000
181,2023-06-30,3690,Pune,Headphones Z,2,3000,6000
182,2023-07-01,4840,Chennai,Keyboard K,5,1500,7500
183,2023-07-02,2028,Chennai,Tablet Plus,3,15000,45000
184,2023-07-03,4289,Delhi,Mouse M,1,1000,1000
185,2023-07-04,1502,Mumbai,Headphones Z,3,3000,9000
186,2023-07-05,3814,Pune,Smartwatch Q,5,8000,40000
187,2023-07-06,1397,Hyderabad,Office Chair,5,7500,37500
188,2023-07-07,1870,Delhi,Headphones Z,2,3000,6000
189,2023-07-08,3842,Bangalore,Monitor Ultra,2,20000,40000
190,2023-07-09,1392,Hyderabad,Office Chair,4,7500,30000
191,2023-07-10,1206,Kolkata,Laptop Pro,3,50000,150000
192,2023-07-11,2038,Hyderabad,Tablet Plus,4,15000,60000
193,2023-07-12,2881,Hyderabad,Mouse M,5,1000,5000
194,2023-07-13,4625,Chennai,Laptop Pro,2,50000,100000
195,2023-07-14,3939,Hyderabad,Printer Max,2,12000,24000
196,2023-07-15,2484,Kolkata,Smartwatch Q,2,8000,16000
197,2023-07-16,4762,Kolkata,Tablet Plus,1,15000,15000
198,2023-07-17,4646,Mumbai,Smartphone X,5,25000,125000
199,2023-07-18,1863,Hyderabad,Office Chair,2,7500,15000
200,2023-07-19,3790,Chennai,Smartphone X,5,25000,125000
201,2023-07-20,4312,Hyderabad,Laptop Pro,2,50000,100000
202,2023-07-21,1563,Bangalore,Headphones Z,3,3000,9000
203,2023-07-22,2020,Bangalore,Headphones Z,5,3000,15000
204,2023-07-23,1095,Chennai,Smartwatch Q,4,8000,32000
205,2023-07-24,2923,Mumbai,Laptop Pro,1,50000,50000
206,2023-07-25,2757,Mumbai,Keyboard K,4,1500,6000
207,2023-07-26,3532,Kolkata,Tablet Plus,5,15000,75000
208,2023-07-27,4478,Kolkata,Office Chair,2,7500,15000
209,2023-07-28,3278,Delhi,Headphones Z,5,3000,15000
210,2023-07-29,3796,Chennai,Headphones Z,1,3000,3000
211,2023-07-30,2678,Hyderabad,Smartphone X,5,25000,125000
212,2023-07-31,4242,Pune,Smartphone X,2,25000,50000
213,2023-08-01,1540,Chennai,Mouse M,4,1000,4000
214,2023-08-02,2059,Delhi,Printer Max,3,12000,36000
215,2023-08-03,3572,Kolkata,Keyboard K,4,1500,6000
216,2023-08-04,2183,Chennai,Smartphone X,2,25000,50000
217,2023-08-05,4910,Chennai,Smartphone X,2,25000,50000
218,2023-08-06,2722,Kolkata,Tablet Plus,1,15000,15000
219,2023-08-07,4314,Delhi,Mouse M,5,1000,5000
220,2023-08-08,4157,Kolkata,Smartphone X,5,25000,125000
221,2023-08-09,2819,Mumbai,Office Chair,4,7500,30000
222,2023-08-10,3625,Hyderabad,Tablet Plus,3,15000,45000
223,2023-08-11,3729,Kolkata,Printer Max,3,12000,36000
224,2023-08-12,3604,Delhi,Laptop Pro,1,50000,50000
225,2023-08-13,2597,Bangalore,Tablet Plus,2,15000,30000
226,2023-08-14,4060,Mumbai,Laptop Pro,1,50000,50000
227,2023-08-15,3693,Bangalore,Headphones Z,5,3000,15000
228,2023-08-16,1795,Pune,Mouse M,2,1000,2000
229,2023-08-17,2051,Kolkata,Printer Max,1,12000,12000
230,2023-08-18,2643,Mumbai,Mouse M,4,1000,4000
231,2023-08-19,4627,Hyderabad,Printer Max,5,12000,60000
232,2023-08-20,2363,Kolkata,Mouse M,3,1000,3000
233,2023-08-21,4869,Hyderabad,Tablet Plus,1,15000,15000
234,2023-08-22,2981,Chennai,Mouse M,5,1000,5000
235,2023-08-23,2354,Bangalore,Monitor Ultra,5,20000,100000
236,2023-08-24,2663,Mumbai,Printer Max,3,12000,36000
237,2023-08-25,2529,Hyderabad,Laptop Pro,3,50000,150000
238,2023-08-26,3038,Delhi,Printer Max,3,12000,36000
239,2023-08-27,4419,Hyderabad,Headphones Z,1,3000,3000
240,2023-08-28,2496,Delhi,Office Chair,3,7500,22500
241,2023-08-29,4302,Kolkata,Monitor Ultra,4,20000,80000
242,2023-08-30,3237,Mumbai,Smartwatch Q,5,8000,40000
243,2023-08-31,4296,Hyderabad,Printer Max,3,12000,36000
244,2023-09-01,2408,Pune,Smartphone X,5,25000,125000
245,2023-09-02,2400,Hyderabad,Tablet Plus,2,15000,30000
246,2023-09-03,2306,Pune,Tablet Plus,2,15000,30000
247,2023-09-04,3680,Mumbai,Mouse M,3,1000,3000
248,2023-09-05,3675,Hyderabad,Mouse M,5,1000,5000
249,2023-09-06,1972,Delhi,Tablet Plus,2,15000,30000
250,2023-09-07,2768,Hyderabad,Keyboard K,3,1500,4500
251,2023-09-08,2282,Bangalore,Monitor Ultra,5,20000,100000
252,2023-09-09,4430,Kolkata,Monitor Ultra,3,20000,60000
253,2023-09-10,1709,Chennai,Laptop Pro,5,50000,250000
254,2023-09-11,2479,Delhi,Printer Max,2,12000,24000
255,2023-09-12,2434,Bangalore,Smartwatch Q,3,8000,24000
256,2023-09-13,1648,Pune,Tablet Plus,2,15000,30000
257,2023-09-14,1317,Kolkata,Printer Max,3,12000,36000
258,2023-09-15,4748,Mumbai,Monitor Ultra,1,20000,20000
259,2023-09-16,4296,Delhi,Headphones Z,2,3000,6000
260,2023-09-17,4890,Chennai,Tablet Plus,2,15000,30000
261,2023-09-18,2257,Kolkata,Printer Max,4,12000,48000
262,2023-09-19,1683,Pune,Monitor Ultra,2,20000,40000
263,2023-09-20,1663,Chennai,Office Chair,5,7500,37500
264,2023-09-21,2998,Mumbai,Monitor Ultra,3,20000,60000
265,2023-09-22,4898,Mumbai,Mouse M,1,1000,1000
266,2023-09-23,4445,Pune,Smartphone X,5,25000,125000
267,2023-09-24,4743,Delhi,Keyboard K,5,1500,7500
268,2023-09-25,2631,Pune,Keyboard K,5,1500,7500
269,2023-09-26,2495,Hyderabad,Mouse M,5,1000,5000
270,2023-09-27,4304,Mumbai,Mouse M,1,1000,1000
271,2023-09-28,4763,Kolkata,Tablet Plus,4,15000,60000
272,2023-09-29,2136,Hyderabad,Office Chair,2,7500,15000
273,2023-09-30,2853,Bangalore,Office Chair,5,7500,37500
274,2023-10-01,2520,Chennai,Tablet Plus,2,15000,30000
275,2023-10-02,3489,Hyderabad,Printer Max,2,12000,24000
276,2023-10-03,1563,Chennai,Tablet Plus,5,15000,75000
277,2023-10-04,2291,Pune,Smartwatch Q,4,8000,32000
278,2023-10-05,4581,Hyderabad,Smartwatch Q,2,8000,16000
279,2023-10-06,4878,Pune,Keyboard K,3,1500,4500
280,2023-10-07,4457,Bangalore,Monitor Ultra,2,20000,40000
281,2023-10-08,4458,Mumbai,Tablet Plus,5,15000,75000
282,2023-10-09,4184,Bangalore,Tablet Plus,1,15000,15000
283,2023-10-10,2636,Mumbai,Printer Max,2,12000,24000
284,2023-10-11,4696,Pune,Laptop Pro,4,50000,200000
285,2023-10-12,3999,Mumbai,Keyboard K,3,1500,4500
286,2023-10-13,4152,Chennai,Keyboard K,3,1500,4500
287,2023-10-14,1698,Kolkata,Keyboard K,1,1500,1500
288,2023-10-15,3160,Bangalore,Monitor Ultra,1,20000,20000
289,2023-10-16,1001,Hyderabad,Mouse M,2,1000,2000
290,2023-10-17,1641,Bangalore,Headphones Z,5,3000,15000
291,2023-10-18,3267,Chennai,Laptop Pro,4,50000,200000
292,2023-10-19,2589,Mumbai,Monitor Ultra,3,20000,60000
293,2023-10-20,1854,Chennai,Smartwatch Q,1,8000,8000
294,2023-10-21,2759,Delhi,Printer Max,4,12000,48000
295,2023-10-22,4296,Delhi,Mouse M,5,1000,5000
296,2023-10-23,3432,Hyderabad,Smartwatch Q,3,8000,24000
297,2023-10-24,4474,Chennai,Mouse M,3,1000,3000
298,2023-10-25,2661,Pune,Office Chair,5,7500,37500
299,2023-10-26,2153,Hyderabad,Keyboard K,3,1500,4500
300,2023-10-27,2076,Pune,Mouse M,5,1000,5000
301,2023-10-28,2707,Hyderabad,Smartphone X,3,25000,75000
302,2023-10-29,3777,Delhi,Keyboard K,2,1500,3000
303,2023-10-30,2695,Hyderabad,Keyboard K,5,1500,7500
304,2023-10-31,2733,Delhi,Printer Max,4,12000,48000
305,2023-11-01,2439,Mumbai,Laptop Pro,2,50000,100000
306,2023-11-02,3294,Pune,Smartwatch Q,4,8000,32000
307,2023-11-03,1835,Chennai,Mouse M,3,1000,3000
308,2023-11-04,4510,Hyderabad,Mouse M,4,1000,4000
309,2023-11-05,1202,Delhi,Office Chair,2,7500,15000
310,2023-11-06,4255,Bangalore,Keyboard K,5,1500,7500
311,2023-11-07,1122,Pune,Tablet Plus,1,15000,15000
312,2023-11-08,1400,Hyderabad,Headphones Z,4,3000,12000
313,2023-11-09,1766,Kolkata,Tablet Plus,1,15000,15000
314,2023-11-10,1293,Mumbai,Mouse M,4,1000,4000
315,2023-11-11,3327,Mumbai,Tablet Plus,4,15000,60000
316,2023-11-12,4908,Bangalore,Printer Max,5,12000,60000
317,2023-11-13,3931,Delhi,Smartphone X,3,25000,75000
318,2023-11-14,4681,Hyderabad,Mouse M,2,1000,2000
319,2023-11-15,1197,Pune,Mouse M,2,1000,2000
320,2023-11-16,4029,Delhi,Smartphone X,2,25000,50000
321,2023-11-17,2930,Mumbai,Smartwatch Q,3,8000,24000
322,2023-11-18,4582,Delhi,Smartphone X,1,25000,25000
323,2023-11-19,3799,Mumbai,Tablet Plus,2,15000,30000
324,2023-11-20,3191,Delhi,Printer Max,1,12000,12000
325,2023-11-21,1608,Bangalore,Office Chair,3,7500,22500
326,2023-11-22,4272,Chennai,Smartwatch Q,3,8000,24000
327,2023-11-23,2147,Bangalore,Monitor Ultra,5,20000,100000
328,2023-11-24,1186,Bangalore,Office Chair,2,7500,15000
329,2023-11-25,4397,Chennai,Laptop Pro,5,50000,250000
330,2023-11-26,3511,Chennai,Laptop Pro,2,50000,100000
331,2023-11-27,4420,Hyderabad,Laptop Pro,3,50000,150000
332,2023-11-28,2794,Pune,Laptop Pro,3,50000,150000
333,2023-11-29,1659,Pune,Printer Max,4,12000,48000
334,2023-11-30,3811,Hyderabad,Office Chair,4,7500,30000
335,2023-12-01,4002,Bangalore,Keyboard K,3,1500,4500
336,2023-12-02,2955,Bangalore,Headphones Z,3,3000,9000
337,2023-12-03,3450,Mumbai,Smartwatch Q,1,8000,8000
338,2023-12-04,2369,Mumbai,Monitor Ultra,1,20000,20000
339,2023-12-05,2986,Pune,Tablet Plus,5,15000,75000
340,2023-12-06,2534,Hyderabad,Mouse M,4,1000,4000
341,2023-12-07,1146,Kolkata,Laptop Pro,4,50000,200000
342,2023-12-08,4219,Kolkata,Monitor Ultra,3,20000,60000
343,2023-12-09,3911,Hyderabad,Mouse M,3,1000,3000
344,2023-12-10,2734,Mumbai,Headphones Z,5,3000,15000
345,2023-12-11,2843,Pune,Monitor Ultra,4,20000,80000
346,2023-12-12,1488,Pune,Office Chair,1,7500,7500
347,2023-12-13,3976,Mumbai,Monitor Ultra,2,20000,40000
348,2023-12-14,2959,Kolkata,Laptop Pro,5,50000,250000
349,2023-12-15,2663,Delhi,Headphones Z,2,3000,6000
350,2023-12-16,3598,Delhi,Tablet Plus,1,15000,15000
351,2023-12-17,3385,Mumbai,Keyboard K,1,1500,1500
352,2023-12-18,3919,Delhi,Smartphone X,2,25000,50000
353,2023-12-19,1640,Chennai,Laptop Pro,5,50000,250000
354,2023-12-20,2802,Hyderabad,Mouse M,2,1000,2000
355,2023-12-21,3520,Hyderabad,Headphones Z,5,3000,15000
356,2023-12-22,2969,Mumbai,Office Chair,5,7500,37500
357,2023-12-23,3198,Bangalore,Printer Max,3,12000,36000
358,2023-12-24,2438,Kolkata,Headphones Z,4,3000,12000
359,2023-12-25,4369,Mumbai,Mouse M,4,1000,4000
360,2023-12-26,2634,Delhi,Smartphone X,1,25000,25000
361,2023-12-27,1262,Kolkata,Smartphone X,3,25000,75000
362,2023-12-28,2787,Bangalore,Smartwatch Q,4,8000,32000
363,2023-12-29,3191,Delhi,Keyboard K,5,1500,7500
364,2023-12-30,3393,Pune,Mouse M,5,1000,5000
365,2023-12-31,1623,Chennai,Smartphone X,2,25000,50000
366,2024-01-01,2016,Delhi,Smartwatch Q,2,8000,16000
367,2024-01-02,4643,Chennai,Smartwatch Q,5,8000,40000
368,2024-01-03,1880,Kolkata,Smartwatch Q,5,8000,40000
369,2024-01-04,3049,Chennai,Headphones Z,2,3000,6000
370,2024-01-05,3944,Kolkata,Smartwatch Q,4,8000,32000
371,2024-01-06,2327,Kolkata,Laptop Pro,1,50000,50000
372,2024-01-07,3301,Kolkata,Mouse M,2,1000,2000
373,2024-01-08,4723,Kolkata,Laptop Pro,4,50000,200000
374,2024-01-09,1452,Kolkata,Printer Max,4,12000,48000
375,2024-01-10,4108,Delhi,Smartphone X,4,25000,100000
376,2024-01-11,2183,Kolkata,Keyboard K,3,1500,4500
377,2024-01-12,4062,Delhi,Smartwatch Q,3,8000,24000
378,2024-01-13,3056,Kolkata,Office Chair,4,7500,30000
379,2024-01-14,4304,Chennai,Office Chair,5,7500,37500
380,2024-01-15,4170,Pune,Smartphone X,3,25000,75000
381,2024-01-16,2682,Kolkata,Printer Max,2,12000,24000
382,2024-01-17,3863,Bangalore,Office Chair,3,7500,22500
383,2024-01-18,3255,Kolkata,Laptop Pro,5,50000,250000
384,2024-01-19,2154,Kolkata,Monitor Ultra,1,20000,20000
385,2024-01-20,1403,Chennai,Headphones Z,3,3000,9000
386,2024-01-21,3199,Hyderabad,Tablet Plus,4,15000,60000
387,2024-01-22,3101,Chennai,Office Chair,4,7500,30000
388,2024-01-23,4191,Bangalore,Keyboard K,4,1500,6000
389,2024-01-24,2696,Hyderabad,Smartwatch Q,1,8000,8000
390,2024-01-25,4991,Mumbai,Keyboard K,5,1500,7500
391,2024-01-26,1627,Mumbai,Mouse M,2,1000,2000
392,2024-01-27,1586,Bangalore,Headphones Z,5,3000,15000
393,2024-01-28,2648,Chennai,Laptop Pro,1,50000,50000
394,2024-01-29,2443,Delhi,Printer Max,4,12000,48000
395,2024-01-30,2445,Bangalore,Headphones Z,5,3000,15000
396,2024-01-31,1103,Pune,Tablet Plus,2,15000,30000
397,2024-02-01,4923,Hyderabad,Monitor Ultra,4,20000,80000
398,2024-02-02,1253,Hyderabad,Office Chair,2,7500,15000
399,2024-02-03,4298,Kolkata,Printer Max,3,12000,36000
400,2024-02-04,4183,Mumbai,Printer Max,2,12000,24000
401,2024-02-05,3557,Hyderabad,Office Chair,4,7500,30000
402,2024-02-06,2496,Bangalore,Office Chair,3,7500,22500
403,2024-02-07,1098,Hyderabad,Office Chair,4,7500,30000
404,2024-02-08,3200,Bangalore,Office Chair,4,7500,30000
405,2024-02-09,2884,Delhi,Office Chair,3,7500,22500
406,2024-02-10,3961,Kolkata,Printer Max,2,12000,24000
407,2024-02-11,2919,Mumbai,Smartphone X,1,25000,25000
408,2024-02-12,1877,Hyderabad,Smartphone X,1,25000,25000
409,2024-02-13,1337,Bangalore,Keyboard K,1,1500,1500
410,2024-02-14,4777,Chennai,Smartphone X,1,25000,25000
411,2024-02-15,3869,Mumbai,Tablet Plus,5,15000,75000
412,2024-02-16,4234,Delhi,Smartphone X,1,25000,25000
413,2024-02-17,4791,Bangalore,Printer Max,3,12000,36000
414,2024-02-18,1956,Pune,Office Chair,1,7500,7500
415,2024-02-19,2704,Pune,Smartwatch Q,4,8000,32000
416,2024-02-20,1160,Kolkata,Smartwatch Q,1,8000,8000
417,2024-02-21,2603,Kolkata,Tablet Plus,2,15000,30000
418,2024-02-22,3848,Delhi,Mouse M,3,1000,3000
419,2024-02-23,1397,Delhi,Printer Max,3,12000,36000
420,2024-02-24,2300,Kolkata,Laptop Pro,5,50000,250000
421,2024-02-25,1815,Hyderabad,Headphones Z,4,3000,12000
422,2024-02-26,4987,Hyderabad,Keyboard K,3,1500,4500
423,2024-02-27,2527,Bangalore,Laptop Pro,2,50000,100000
